Depth,TrialCount,A*(h1),t(h1),A*(h2),t(h2)
20,1,4760,171998734,871,4904109
20,1,5561,225851248,1026,6269230
20,1,5313,220268026,836,4321737
20,1,5863,257965019,428,1173543
20,1,5230,205035593,830,4772223
20,1,6291,300803568,1079,6843403
20,1,5961,267377448,1562,15734591
20,1,4697,160632688,788,3755912
20,1,5034,190924759,743,3259825
20,1,6029,273937616,384,990092
20,1,3843,108700405,431,1265146
20,1,4876,181051368,770,3563915
20,1,5075,186680401,461,1874877
20,1,5171,197616990,716,3235928
20,1,5773,249995876,430,1295472
20,1,4182,131812865,567,2286218
20,1,6183,285164829,966,5447924
20,1,4579,158544989,374,894616
20,1,4543,143079702,534,1870656
20,1,4551,160945259,939,5473057
20,1,5881,262656452,1290,9547723
20,1,6091,267468228,780,3346496
20,1,5065,188544650,561,2785167
20,1,5828,251731931,1001,5981935
20,1,3139,70306250,216,354044
20,1,4701,156708792,668,2533058
20,1,5830,255509757,452,1270967
20,1,4912,177174455,639,3139187
20,1,6173,291601988,709,2918491
20,1,5858,251074364,980,5479801
20,1,5572,228646263,909,4891606
20,1,4766,165951483,436,1151938
20,1,4110,128345228,448,1238703
20,1,5165,185944666,970,5892700
20,1,3983,110530442,357,809205
20,1,4590,155111754,481,1451147
20,1,5387,220686105,711,2965742
20,1,4007,123300434,529,1667707
20,1,5934,270261185,390,993336
20,1,3605,101738704,388,1102458
20,1,3719,101075991,303,613531
20,1,3272,74365407,251,446226
20,1,6085,275084497,1383,10912532
20,1,5046,180323316,749,3305229
20,1,5789,242089340,386,909084
20,1,5890,256695736,888,6405806
20,1,3630,95205855,217,359748
20,1,4737,155832003,702,2846226
